Tackles,,,,,Challenges,,,,Blocks,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
514,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,28-224,1995,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
515,Boubacar Traoré,ml MLI,"MF,FW",Wolves,22-241,2001,5,15,11,8,6,1,4,11,36.4,7,9,2,7,4,19,5,0,Matches
516,Mike Trésor,be BEL,"FW,MF",Burnley,24-325,1999,4.6,10,6,9,1,0,8,17,47.1,9,5,0,5,1,11,1,0,Matches
517,Kieran Trippier,eng ENG,DF,Newcastle Utd,33-211,1990,24,57,27,30,16,11,37,76,48.7,39,38,8,30,23,80,55,3,Matches
518,Leandro Trossard,be BEL,"FW,MF",Arsenal,29-135,1994,13.6,18,11,7,6,5,5,13,38.5,8,21,1,20,6,24,6,0,Matches
519,Auston Trusty,us USA,DF,Sheffield Utd,25-249,1998,22.6,39,25,25,11,3,16,35,45.7,19,31,17,14,24,63,128,3,Matches
520,Kostas Tsimikas,gr GRE,DF,Liverpool,27-341,1996,7.5,19,13,9,6,4,9,15,60,6,9,1,8,6,25,10,0,Matches
521,Matt Turner,us USA,GK,Nott'ham Forest,29-298,1994,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,4,Matches
522,Destiny Udogie,it ITA,DF,Tottenham,21-141,2002,26.6,68,33,41,16,11,27,49,55.1,22,27,8,19,37,105,80,5,Matches
523,Lesley Ugochukwu,fr FRA,MF,Chelsea,20-022,2004,3,12,9,3,8,1,3,8,37.5,5,5,2,3,1,13,3,0,Matches
524,Enes Ünal,tr TUR,"FW,MF",Bournemouth,26-343,1997,1.6,2,2,1,1,0,1,3,33.3,2,1,0,1,1,3,3,0,Matches
525,Virgil van Dijk,nl NED,DF,Liverpool,32-284,1991,29.3,36,20,21,12,3,11,13,84.6,2,41,29,12,36,72,120,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
526,Raphaël Varane,fr FRA,DF,Manchester Utd,30-358,1993,15,18,11,10,7,1,10,14,71.4,4,22,17,5,15,33,88,0,Matches
527,Alejo Véliz,ar ARG,FW,Tottenham,20-211,2003,0.6,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
528,Joël Veltman,nl NED,DF,Brighton,32-093,1992,15.5,45,36,24,17,4,32,49,65.3,17,17,7,10,16,61,50,1,Matches
529,Micky van de Ven,nl NED,DF,Tottenham,22-364,2001,20,40,28,29,8,3,20,28,71.4,8,15,10,5,16,56,63,0,Matches
530,Bart Verbruggen,nl NED,GK,Brighton,21-243,2002,17,1,1,1,0,0,1,1,100,0,0,0,0,0,1,6,3,Matches
531,Guglielmo Vicario,it ITA,GK,Tottenham,27-193,1996,32,0,0,0,0,0,0,1,0,1,0,0,0,1,1,29,2,Matches
532,Fabio Vieira,pt POR,"MF,FW",Arsenal,23-323,2000,3.2,3,2,2,0,1,3,3,100,0,0,0,0,2,5,1,0,Matches
533,Carlos Vinícius,br BRA,FW,Fulham,29-023,1995,3.5,3,2,0,1,2,0,4,0,4,4,0,4,0,3,1,0,Matches
534,Vitinho,br BRA,"DF,MF",Burnley,24-269,1999,21.7,57,30,31,20,6,38,77,49.4,39,33,4,29,11,68,37,4,Matches
535,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29-357,1994,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Matches
536,Kyle Walker,eng ENG,DF,Manchester City,33-325,1990,25.1,28,18,15,11,2,15,32,46.9,17,16,4,12,22,50,36,1,Matches
537,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,26-143,1997,13.8,33,21,16,13,4,16,22,72.7,6,21,12,9,31,64,53,1,Matches
538,Joel Ward,eng ENG,DF,Crystal Palace,34-171,1989,22,45,28,26,18,1,30,47,63.8,17,17,10,7,14,59,93,1,Matches
539,James Ward-Prowse,eng ENG,MF,West Ham,29-168,1994,29.7,41,27,13,20,8,16,36,44.4,20,27,8,19,32,73,45,0,Matches
540,Deivid Washington,br BRA,"DF,FW",Chelsea,18-317,2005,0.1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,Matches
541,Ollie Watkins,eng ENG,FW,Aston Villa,28-109,1995,31,11,6,0,4,7,5,11,45.5,6,24,4,20,4,15,20,0,Matches
542,Adam Webster,eng ENG,DF,Brighton,29-104,1995,8.5,11,11,8,2,1,6,15,40,9,7,4,3,9,20,30,1,Matches
543,Danny Welbeck,eng ENG,"FW,MF",Brighton,33-143,1990,14.3,21,8,6,10,5,7,13,53.8,6,11,0,11,9,30,17,1,Matches
544,Timo Werner,de GER,FW,Tottenham,28-042,1996,8.7,6,4,3,3,0,5,18,27.8,13,11,0,11,3,9,2,0,Matches
545,Adam Wharton,eng ENG,MF,Crystal Palace,19-320,2004,8.9,26,19,6,16,4,12,26,46.2,14,10,2,8,12,38,16,1,Matches
546,Ben White,eng ENG,DF,Arsenal,26-192,1997,27.4,39,23,15,19,5,19,38,50,19,37,18,19,27,66,64,1,Matches
547,Joe White,eng ENG,MF,Newcastle Utd,21-199,2002,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
548,Neco Williams,wls WAL,DF,Nott'ham Forest,23-004,2001,16.8,65,37,40,18,7,35,56,62.5,21,40,11,29,21,86,49,0,Matches
549,Willian,br BRA,FW,Fulham,35-252,1988,21.4,15,9,5,5,5,3,19,15.8,16,13,0,13,9,24,12,0,Matches
550,Joe Willock,eng ENG,MF,Newcastle Utd,24-241,1999,4.7,13,7,7,6,0,4,11,36.4,7,7,0,7,1,14,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
551,Callum Wilson,eng ENG,FW,Newcastle Utd,32-050,1992,9.6,4,3,0,2,2,0,4,0,4,5,0,5,1,5,2,0,Matches
552,Harry Wilson,wls WAL,FW,Fulham,27-026,1997,16.5,21,14,9,8,4,11,27,40.7,16,26,3,23,10,31,11,0,Matches
553,Yoane Wissa,cd COD,FW,Brentford,27-227,1996,24.5,23,13,9,9,5,3,17,17.6,14,21,3,18,8,31,12,0,Matches
554,Chris Wood,nz NZL,FW,Nott'ham Forest,32-132,1991,15.3,5,3,1,2,2,1,6,16.7,5,10,2,8,1,6,23,0,Matches
555,Cauley Woodrow,eng ENG,"FW,MF",Luton Town,29-137,1994,4,13,9,7,3,3,7,14,50,7,5,1,4,0,13,12,0,Matches
556,Joe Worrall,eng ENG,DF,Nott'ham Forest,27-098,1997,4.9,7,5,6,1,0,3,6,50,3,5,4,1,3,10,32,1,Matches
557,Yehor Yarmoliuk,ua UKR,MF,Brentford,20-047,2004,7,14,10,5,6,3,7,13,53.8,6,15,3,12,6,20,5,0,Matches
558,Ryan Yates,eng ENG,MF,Nott'ham Forest,26-148,1997,19.4,55,34,32,17,6,15,29,51.7,14,41,15,26,20,75,39,1,Matches
559,Ashley Young,eng ENG,"DF,MF",Everton,38-283,1985,20.1,35,23,17,12,6,20,42,47.6,22,18,5,13,19,54,38,2,Matches
560,Illia Zabarnyi,ua UKR,DF,Bournemouth,21-229,2002,32,51,29,24,26,1,21,43,48.8,22,41,25,16,30,81,125,4,Matches
561,Nicolò Zaniolo,it ITA,"FW,MF",Aston Villa,24-290,1999,9.2,19,9,10,7,2,9,17,52.9,8,13,0,13,1,20,11,0,Matches
562,Anass Zaroury,ma MAR,"FW,MF",Burnley,23-162,2000,1.7,1,0,1,0,0,0,4,0,4,2,0,2,0,1,1,1,Matches
563,Oleksandr Zinchenko,ua UKR,DF,Arsenal,27-124,1996,18.6,50,30,19,24,7,35,52,67.3,17,18,3,15,19,69,26,2,Matches
564,Kurt Zouma,fr FRA,DF,West Ham,29-173,1994,26.5,17,13,10,7,0,5,9,55.6,4,32,22,10,22,39,134,0,Matches
565,Martin Ødegaard,no NOR,MF,Arsenal,25-122,1998,28.4,40,15,12,20,8,13,48,27.1,35,22,1,21,12,52,5,0,Matches
