Total,,,,,Short,,,Medium,,,Long,,,,,Expected,,,,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
384,Michael Obafemi,ie IRL,"FW,MF",Burnley,23-286,2000,0.2,4,5,80,55,2,3,3,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
385,Wilson Odobert,fr FRA,"MF,FW",Burnley,19-141,2004,18.4,319,418,76.3,4306,1103,209,245,85.3,92,117,78.6,9,17,52.9,2,2.8,3.2,-0.8,26,22,16,4,43,Matches
386,Chiedozie Ogbene,ie IRL,"MF,DF",Luton Town,26-352,1997,21.1,561,749,74.9,7696,2171,355,396,89.6,162,220,73.6,19,52,36.5,1,3.1,3.5,-2.1,24,20,18,5,47,Matches
387,Angelo Ogbonna,it ITA,DF,West Ham,35-330,1988,3.6,78,89,87.6,1521,477,24,25,96,45,46,97.8,7,15,46.7,0,0,0,0,0,4,0,0,3,Matches
388,Michael Olakigbe,eng ENG,"DF,FW",Brentford,19-358,2004,0.7,27,40,67.5,347,74,17,20,85,7,10,70,1,5,20,0,0,0,0,0,2,1,0,4,Matches
389,Michael Olise,fr FRA,"FW,MF",Crystal Palace,22-127,2001,9.3,335,471,71.1,5497,1674,187,217,86.2,95,127,74.8,39,86,45.3,3,3.5,3,-0.5,25,31,19,3,43,Matches
390,Robin Olsen,se SWE,GK,Aston Villa,34-100,1990,2,63,83,75.9,1355,717,21,21,100,33,33,100,9,29,31,0,0,0,0,0,1,0,0,0,Matches
391,Andrew Omobamidele,ie IRL,DF,Nott'ham Forest,21-299,2002,8.5,264,301,87.7,5052,1449,77,89,86.5,168,183,91.8,16,24,66.7,0,0.1,0,-0.1,2,8,0,0,8,Matches
392,Amadou Onana,be BEL,MF,Everton,22-245,2001,20.5,775,921,84.1,12925,3648,402,450,89.3,274,316,86.7,76,104,73.1,0,2.7,1.3,-2.7,18,92,13,1,101,Matches
393,André Onana,cm CMR,GK,Manchester Utd,28-015,1996,32,918,1267,72.5,22816,15519,226,227,99.6,455,465,97.8,228,559,40.8,0,0.1,0.1,-0.1,3,30,2,0,5,Matches
394,Ryan One,sct SCO,FW,Sheffield Utd,17-296,2006,0.1,1,1,100,7,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
395,Tyler Onyango,eng ENG,MF,Everton,21-044,2003,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
396,Fred Onyedinma,eng ENG,"DF,MF",Luton Town,27-145,1996,2.3,41,68,60.3,650,107,19,26,73.1,18,31,58.1,2,4,50,0,0.1,0.1,-0.1,1,2,1,1,1,Matches
397,Frank Onyeka,ng NGA,MF,Brentford,26-107,1998,12.8,290,384,75.5,4534,1105,154,176,87.5,110,146,75.3,18,35,51.4,2,1.8,1.4,0.2,11,23,10,4,33,Matches
398,Divock Origi,be BEL,FW,Nott'ham Forest,28-365,1995,6.6,90,142,63.4,1326,327,58,81,71.6,18,31,58.1,9,13,69.2,1,2.1,0.8,-1.1,7,7,5,1,14,Matches
399,Stefan Ortega,de GER,GK,Manchester City,31-163,1992,5.3,172,214,80.4,3905,2806,49,49,100,87,89,97.8,35,74,47.3,0,0,0,0,0,1,0,0,0,Matches
400,Ben Osborn,eng ENG,"DF,MF",Sheffield Utd,29-256,1994,11.1,278,385,72.2,4360,1565,156,179,87.2,86,117,73.5,24,61,39.3,1,0.4,0.6,0.6,8,18,8,6,38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
401,Gabriel Osho,ng NGA,DF,Luton Town,25-247,1998,15.5,420,521,80.6,7824,2781,140,160,87.5,255,288,88.5,24,62,38.7,0,0.1,0.1,-0.1,1,17,1,0,25,Matches
402,William Osula,dk DEN,FW,Sheffield Utd,20-257,2003,8.4,42,86,48.8,508,88,28,51,54.9,6,18,33.3,2,5,40,0,0.1,0.1,-0.1,1,3,2,1,2,Matches
403,Dango Ouattara,bf BFA,"FW,DF",Bournemouth,22-066,2002,9.5,291,436,66.7,4693,1459,148,202,73.3,117,158,74.1,19,42,45.2,1,1.2,1.2,-0.2,14,20,8,4,29,Matches
404,David Ozoh,eng ENG,"MF,DF",Crystal Palace,18-322,2005,1.7,48,51,94.1,695,112,21,22,95.5,25,25,100,0,0,,0,0,0,0,0,3,0,0,4,Matches
405,João Palhinha,pt POR,MF,Fulham,28-283,1995,25.5,910,1106,82.3,15849,4369,441,494,89.3,361,407,88.7,89,138,64.5,1,0.4,0.7,0.6,10,82,4,1,78,Matches
406,Cole Palmer,eng ENG,MF,Manchester City,21-347,2002,0.1,4,5,80,51,0,2,2,100,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,0,Matches
407,Cole Palmer,eng ENG,"FW,MF",Chelsea,21-347,2002,23,909,1144,79.5,15096,4510,461,512,90,329,385,85.5,83,145,57.2,9,8.2,6.6,0.8,52,112,58,4,154,Matches
408,Emerson Palmieri,it ITA,DF,West Ham,29-258,1994,30.2,1256,1539,81.6,16908,6731,804,889,90.4,353,443,79.7,42,79,53.2,2,2.3,1.9,-0.3,22,78,21,7,112,Matches
409,Lucas Paquetá,br BRA,"FW,MF",West Ham,26-234,1997,24.4,934,1264,73.9,14232,5045,518,618,83.8,286,374,76.5,82,145,56.6,6,4.9,4.5,1.1,38,128,45,7,166,Matches
410,Ben Parkinson,eng ENG,FW,Newcastle Utd,19-038,2005,0.3,1,3,33.3,15,0,0,1,0,1,2,50,0,0,,0,0,0,0,0,0,0,0,0,Matches
411,Thomas Partey,gh GHA,"DF,MF",Arsenal,30-309,1993,4.1,334,370,90.3,5301,1510,175,186,94.1,127,140,90.7,23,33,69.7,0,0.1,0.3,-0.1,3,31,9,2,40,Matches
412,Nathan Patterson,sct SCO,DF,Everton,22-184,2001,11.2,393,550,71.5,6185,2761,219,252,86.9,124,182,68.1,38,86,44.2,2,1.7,1,0.3,8,30,14,6,38,Matches
413,Myles Peart-Harris,eng ENG,"DF,MF",Brentford,21-212,2002,0.1,6,10,60,68,10,5,5,100,1,2,50,0,2,0,0,0,0,0,1,1,0,0,1,Matches
414,Sydie Peck,eng ENG,MF,Sheffield Utd,19-217,2004,0.1,1,1,100,10,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
415,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,22-119,2001,1.9,60,79,75.9,675,146,47,53,88.7,11,17,64.7,0,0,,1,0.1,0.4,0.9,1,4,2,0,6,Matches
416,Andreas Pereira,br BRA,MF,Fulham,28-107,1996,25.5,820,1153,71.1,14639,4819,396,455,87,274,352,77.8,122,257,47.5,7,6.7,5.1,0.3,80,89,32,10,123,Matches
417,Ivan Perišić,hr CRO,FW,Tottenham,35-075,1989,1.1,53,76,69.7,828,363,31,39,79.5,14,22,63.6,7,13,53.8,1,0.9,0.7,0.1,5,4,6,2,9,Matches
418,Đorđe Petrović,rs SRB,GK,Chelsea,24-192,1999,15.1,425,550,77.3,9926,6183,123,123,100,212,215,98.6,88,208,42.3,0,0,0,0,0,2,0,0,1,Matches
419,Kalvin Phillips,eng ENG,MF,West Ham,28-137,1995,3.3,129,164,78.7,2312,505,57,68,83.8,58,70,82.9,11,19,57.9,0,0,0,0,0,22,0,0,17,Matches
420,Kalvin Phillips,eng ENG,MF,Manchester City,28-137,1995,1,62,70,88.6,1067,300,31,32,96.9,24,26,92.3,7,10,70,0,0,0.1,0,0,8,1,1,7,Matches
421,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,22-069,2002,0,3,4,75,27,5,3,3,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
422,Jordan Pickford,eng ENG,GK,Everton,30-041,1994,32,849,1320,64.3,28592,22851,123,124,99.2,322,333,96.7,401,853,47,0,0.1,0.4,-0.1,4,83,8,0,5,Matches
423,Ethan Pinnock,jm JAM,DF,Brentford,30-324,1993,23,1009,1210,83.4,19115,6407,333,390,85.4,570,620,91.9,85,154,55.2,0,1,0.7,-1,4,69,4,0,54,Matches
424,Nick Pope,eng ENG,GK,Newcastle Utd,31-364,1992,13.9,289,367,78.7,7287,4347,55,56,98.2,162,165,98.2,71,144,49.3,0,0,0,0,0,5,0,0,0,Matches
425,Pedro Porro,es ESP,DF,Tottenham,24-217,1999,28.5,1468,1931,76,22209,8518,868,958,90.6,471,612,77,98,245,40,7,6.4,5.2,0.6,45,99,38,9,145,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
426,Jarell Quansah,eng ENG,DF,Liverpool,21-079,2003,7.9,668,759,88,12038,3911,223,241,92.5,398,422,94.3,36,74,48.6,0,0,0.1,0,1,35,0,0,45,Matches
427,Ionuț Radu,ro ROU,GK,Bournemouth,26-325,1997,2,56,68,82.4,1211,583,19,19,100,29,30,96.7,8,19,42.1,0,0,0,0,0,0,0,0,0,Matches
428,Jesurun Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,21-195,2002,1.5,37,50,74,535,79,24,28,85.7,11,16,68.8,2,3,66.7,0,0.2,0.1,-0.2,2,2,0,0,2,Matches
429,Aaron Ramsdale,eng ENG,GK,Arsenal,25-339,1998,6,131,188,69.7,3303,2420,38,38,100,61,62,98.4,32,86,37.2,0,0,0,0,0,4,0,0,2,Matches
430,Aaron Ramsey,eng ENG,"MF,FW",Burnley,21-087,2003,5.9,118,151,78.1,1856,224,71,84,84.5,37,46,80.4,9,10,90,0,0.4,0.5,-0.4,1,7,2,0,8,Matches
431,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,22-325,2001,9.5,257,322,79.8,3751,863,143,173,82.7,97,115,84.3,9,12,75,1,1,1.4,0,10,22,5,0,28,Matches
432,Marcus Rashford,eng ENG,FW,Manchester Utd,26-169,1997,25,547,729,75,7470,1976,342,409,83.6,138,191,72.3,31,58,53.4,2,2.3,2.8,-0.3,23,33,30,1,63,Matches
433,David Raya,es ESP,GK,Arsenal,28-215,1995,26,662,883,75,15751,11181,199,200,99.5,323,325,99.4,138,352,39.2,0,0,0.1,0,0,25,0,0,2,Matches
434,Tim Ream,us USA,DF,Fulham,36-195,1987,15.7,898,1010,88.9,17990,6481,293,316,92.7,488,531,91.9,106,139,76.3,0,0,0.1,0,0,76,1,0,65,Matches
435,Nathan Redmond,eng ENG,"FW,MF",Burnley,30-042,1994,1.6,48,73,65.8,723,137,30,36,83.3,11,19,57.9,4,9,44.4,0,0.3,0.4,-0.3,3,3,4,1,8,Matches
436,Harrison Reed,eng ENG,MF,Fulham,29-081,1995,13,561,666,84.2,8762,2053,268,297,90.2,241,273,88.3,32,48,66.7,1,1,1.4,0,12,36,13,2,50,Matches
437,Sergio Reguilón,es ESP,DF,Manchester Utd,27-123,1996,4.6,244,314,77.7,3669,1356,137,157,87.3,84,111,75.7,16,26,61.5,0,0.7,0.6,-0.7,8,20,4,2,27,Matches
438,Sergio Reguilón,es ESP,DF,Brentford,27-123,1996,7.8,171,277,61.7,2837,1236,83,107,77.6,64,98,65.3,17,42,40.5,3,2,1.6,1,11,7,11,10,14,Matches
439,Bobby Reid,jm JAM,FW,Fulham,31-075,1993,13.5,324,436,74.3,4543,1264,189,214,88.3,100,141,70.9,14,33,42.4,2,1.8,1,0.2,15,22,15,4,40,Matches
440,Gio Reyna,us USA,"MF,FW",Nott'ham Forest,21-156,2002,1.8,87,100,87,1309,231,51,54,94.4,29,32,90.6,5,7,71.4,1,0.4,0.3,0.6,4,3,1,0,7,Matches
441,Rodrigo Ribeiro,pt POR,"FW,MF",Nott'ham Forest,18-355,2005,0,4,4,100,58,25,2,2,100,2,2,100,0,0,,0,0,0,0,0,1,0,0,1,Matches
442,Declan Rice,eng ENG,MF,Arsenal,25-094,1999,29.8,1801,2015,89.4,30442,8328,826,887,93.1,818,870,94,123,188,65.4,5,3.9,3.7,1.1,33,214,28,2,243,Matches
443,Chris Richards,us USA,"DF,MF",Crystal Palace,24-020,2000,17.3,502,617,81.4,8640,2547,228,266,85.7,223,257,86.8,42,66,63.6,0,0.2,0.2,-0.2,3,27,1,0,27,Matches
444,Richarlison,br BRA,FW,Tottenham,26-343,1997,15.2,246,364,67.6,3509,878,141,176,80.1,79,112,70.5,10,15,66.7,3,1.8,1.2,1.2,14,17,12,1,34,Matches
445,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,27-221,1996,2.1,48,67,71.6,779,159,24,27,88.9,21,26,80.8,2,9,22.2,0,0,0,0,0,1,1,0,4,Matches
446,Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,34-220,1989,1.2,51,68,75,673,176,33,37,89.2,15,19,78.9,2,7,28.6,0,0,0,0,0,4,2,0,7,Matches
447,Connor Roberts,wls WAL,DF,Burnley,28-207,1995,9.1,395,495,79.8,6987,2370,162,182,89,194,222,87.4,34,67,50.7,1,0.2,0.4,0.8,7,32,8,2,38,Matches
448,Andrew Robertson,sct SCO,DF,Liverpool,30-037,1994,14.2,926,1148,80.7,15804,5211,456,490,93.1,368,437,84.2,90,175,51.4,2,3.9,2.8,-1.9,44,83,15,9,93,Matches
449,Antonee Robinson,us USA,DF,Fulham,26-253,1997,31.4,1322,1787,74,23682,8271,598,715,83.6,544,683,79.6,156,288,54.2,6,4.1,3.6,1.9,32,101,41,22,115,Matches
450,Jack Robinson,eng ENG,DF,Sheffield Utd,30-229,1993,28.8,764,1070,71.4,14909,6656,274,313,87.5,380,471,80.7,99,243,40.7,1,1.1,0.7,-0.1,10,53,5,3,49,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
451,Rodri,es ESP,MF,Manchester City,27-300,1996,26.7,2734,2981,91.7,47183,13037,1330,1413,94.1,1060,1135,93.4,287,338,84.9,7,3,5.1,4,40,313,55,0,314,Matches
452,Jay Rodriguez,eng ENG,FW,Burnley,34-263,1989,9,136,208,65.4,1871,386,84,114,73.7,36,52,69.2,8,25,32,1,0.2,0.1,0.8,4,15,2,0,17,Matches
453,Mads Roerslev,dk DEN,DF,Brentford,24-298,1999,20.3,427,653,65.4,7423,2682,200,258,77.5,177,265,66.8,43,84,51.2,2,1.7,1.2,0.3,14,24,22,20,38,Matches
454,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,21-266,2002,4.8,105,132,79.5,1571,566,54,68,79.4,35,40,87.5,9,10,90,1,0.4,0.2,0.6,4,12,7,0,20,Matches
455,Cristian Romero,ar ARG,DF,Tottenham,25-356,1998,25,1969,2143,91.9,34291,13340,797,854,93.3,1053,1103,95.5,94,130,72.3,0,0.4,1.4,-0.4,6,159,12,0,153,Matches
456,Joe Rothwell,eng ENG,MF,Bournemouth,29-097,1995,4.3,179,216,82.9,3185,863,65,68,95.6,100,108,92.6,10,30,33.3,0,0.2,0.2,-0.2,4,20,1,0,20,Matches
457,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,30-275,1993,11.9,258,350,73.7,4254,1052,121,139,87.1,103,134,76.9,16,35,45.7,0,0.4,1.4,-0.4,6,17,13,2,33,Matches
458,José Sá,pt POR,GK,Wolves,31-091,1993,28.7,582,877,66.4,13789,8930,154,157,98.1,290,296,98,127,409,31.1,1,0,0,1,1,7,0,0,0,Matches
459,Bukayo Saka,eng ENG,FW,Arsenal,22-225,2001,27.7,993,1318,75.3,14844,3771,604,682,88.6,293,382,76.7,73,165,44.2,8,8.7,9.7,-0.7,74,32,62,11,107,Matches
460,Mohamed Salah,eg EGY,FW,Liverpool,31-307,1992,23.8,642,871,73.7,9430,2776,376,442,85.1,210,293,71.7,34,56,60.7,9,10.4,6.8,-1.4,60,51,59,5,127,Matches
461,William Saliba,fr FRA,DF,Arsenal,23-024,2001,32,2252,2439,92.3,37504,13693,1013,1073,94.4,1125,1190,94.5,87,127,68.5,1,0.2,0.8,0.8,5,152,5,1,130,Matches
462,Albert Sambi Lokonga,be BEL,MF,Luton Town,24-178,1999,9.7,437,500,87.4,7328,2120,202,220,91.8,165,186,88.7,38,50,76,2,1.3,0.6,0.7,7,51,4,0,47,Matches
463,Davinson Sánchez,co COL,DF,Tottenham,27-310,1996,0.9,68,75,90.7,1045,377,37,38,97.4,27,29,93.1,3,6,50,0,0,0,0,0,13,0,0,2,Matches
464,Robert Sánchez,es ESP,GK,Chelsea,26-151,1997,15.9,500,609,82.1,11860,7720,135,136,99.3,250,257,97.3,112,211,53.1,0,0,0,0,0,8,0,0,1,Matches
465,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,24-023,2000,0.9,34,43,79.1,446,116,22,25,88,10,14,71.4,1,1,100,0,0.1,0.1,-0.1,1,2,2,0,4,Matches
466,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,26-137,1997,11.1,330,415,79.5,5369,1647,173,199,86.9,114,135,84.4,32,50,64,0,0.3,0.4,-0.3,6,33,5,0,42,Matches
467,Andrey Santos,br BRA,MF,Nott'ham Forest,19-350,2004,0.1,6,6,100,90,31,4,4,100,2,2,100,0,0,,0,0,0,0,0,1,0,0,0,Matches
468,Pablo Sarabia,es ESP,"MF,FW",Wolves,31-342,1992,17.8,630,889,70.9,10082,3429,355,412,86.2,172,234,73.5,67,147,45.6,7,5.8,4.7,1.2,50,56,37,6,103,Matches
469,Dane Scarlett,eng ENG,FW,Tottenham,20-024,2004,0,1,2,50,20,16,0,0,,1,2,50,0,0,,0,0,0,0,0,1,0,0,1,Matches
470,Kevin Schade,de GER,"FW,MF",Brentford,22-142,2001,2.9,45,73,61.6,641,180,29,38,76.3,15,25,60,1,2,50,1,0.7,0.7,0.3,4,7,3,2,9,Matches
471,Fabian Schär,ch SUI,DF,Newcastle Utd,32-119,1991,31.1,1632,1966,83,33590,13695,544,601,90.5,830,906,91.6,241,405,59.5,1,0.7,1.4,0.3,10,134,17,3,118,Matches
472,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,31-116,1992,14.6,230,311,74,3237,864,137,170,80.6,81,98,82.7,6,23,26.1,2,2.2,1.4,-0.2,17,15,8,1,30,Matches
473,Alex Scott,eng ENG,MF,Bournemouth,20-240,2003,8.2,268,357,75.1,4261,1188,136,168,81,103,121,85.1,18,46,39.1,1,0.8,0.7,0.2,13,16,8,1,33,Matches
474,Matz Sels,be BEL,GK,Nott'ham Forest,32-051,1992,11,182,265,68.7,5394,4070,47,47,100,69,70,98.6,65,145,44.8,0,0,0,0,0,10,1,0,0,Matches
475,Nélson Semedo,pt POR,"DF,MF",Wolves,30-153,1993,30,1255,1595,78.7,18063,6074,761,846,90,406,520,78.1,56,134,41.8,1,1.7,1.8,-0.7,23,86,25,10,117,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
476,Antoine Semenyo,gh GHA,FW,Bournemouth,24-101,2000,18.1,352,498,70.7,5416,1255,197,248,79.4,125,169,74,19,36,52.8,2,2.8,1.5,-0.8,24,21,21,6,51,Matches
477,Marcos Senesi,ar ARG,DF,Bournemouth,26-343,1997,19.5,828,1056,78.4,17885,7570,248,275,90.2,431,481,89.6,144,262,55,4,1,2.1,3,15,122,24,8,100,Matches
478,Luke Shaw,eng ENG,DF,Manchester Utd,28-280,1995,10.7,531,648,81.9,8242,3114,273,306,89.2,201,237,84.8,31,65,47.7,0,1,0.9,-1,13,33,7,0,45,Matches
479,Bernardo Silva,pt POR,"MF,FW",Manchester City,29-251,1994,22.9,1318,1543,85.4,20427,4271,743,795,93.5,451,526,85.7,92,137,67.2,4,6.3,6.4,-2.3,53,87,41,10,150,Matches
480,Fábio Silva,pt POR,FW,Wolves,21-273,2002,2.9,61,76,80.3,779,174,37,43,86,16,18,88.9,1,4,25,0,0.2,0.1,-0.2,4,7,0,0,10,Matches
481,Thiago Silva,br BRA,DF,Chelsea,39-208,1984,24,1805,1911,94.5,32691,12673,714,742,96.2,949,982,96.6,129,165,78.2,0,0.6,0.5,-0.6,6,102,9,0,84,Matches
482,Luis Sinisterra,co COL,"FW,MF",Bournemouth,24-305,1999,7.8,226,292,77.4,3223,747,145,169,85.8,57,66,86.4,13,20,65,2,2.4,1.1,-0.4,20,9,16,1,38,Matches
483,Oliver Skipp,eng ENG,"MF,FW",Tottenham,23-214,2000,6.5,282,309,91.3,4092,1123,165,173,95.4,94,100,94,14,19,73.7,0,0.6,0.3,-0.6,7,35,3,0,32,Matches
484,Adam Smith,eng ENG,DF,Bournemouth,32-354,1991,19.5,667,873,76.4,10995,4546,327,364,89.8,284,348,81.6,48,126,38.1,2,1.2,1.7,0.8,14,50,23,17,79,Matches
485,Emile Smith Rowe,eng ENG,MF,Arsenal,23-264,2000,3.7,174,198,87.9,2283,472,116,130,89.2,52,55,94.5,1,4,25,1,0.2,0.4,0.8,4,13,11,0,22,Matches
486,Cédric Soares,pt POR,DF,Arsenal,32-230,1991,0.7,60,69,87,905,157,39,41,95.1,15,17,88.2,5,8,62.5,0,0,0,0,0,4,0,0,3,Matches
487,Dominic Solanke,eng ENG,FW,Bournemouth,26-216,1997,31.6,350,471,74.3,4454,1188,228,270,84.4,83,114,72.8,10,17,58.8,3,2.7,1.8,0.3,36,26,20,3,52,Matches
488,Manor Solomon,il ISR,FW,Tottenham,24-268,1999,2.2,78,90,86.7,1105,196,45,48,93.8,28,35,80,3,4,75,2,0.8,0.8,1.2,12,3,7,1,11,Matches
489,Tomáš Souček,cz CZE,MF,West Ham,29-050,1995,27.6,611,825,74.1,9462,2902,314,388,80.9,229,296,77.4,39,66,59.1,1,1,0.9,0,13,70,6,1,76,Matches
490,Vinicius Souza,br BRA,MF,Sheffield Utd,24-305,1999,26,664,845,78.6,10670,2753,330,384,85.9,272,328,82.9,40,68,58.8,0,0.2,0.4,-0.2,3,55,4,1,56,Matches
491,Jason Steele,eng ENG,GK,Brighton,33-243,1990,15,506,605,83.6,10946,7450,163,164,99.4,234,239,97.9,102,193,52.8,0,0,0,0,0,3,0,0,0,Matches
492,Raheem Sterling,eng ENG,"FW,MF",Chelsea,29-131,1994,20.6,494,674,73.3,6386,1573,338,398,84.9,119,173,68.8,16,30,53.3,4,4.2,4,-0.2,26,25,35,7,72,Matches
493,John Stones,eng ENG,"DF,MF",Manchester City,29-325,1994,11.6,755,811,93.1,11957,2708,388,411,94.4,310,323,96,41,53,77.4,0,0.2,0.4,-0.2,6,53,1,0,57,Matches
494,Thomas Strakosha,al ALB,GK,Brentford,29-029,1995,1.5,52,71,73.2,1509,977,6,6,100,27,28,96.4,19,37,51.4,0,0,0,0,0,1,0,0,0,Matches
495,Dominik Szoboszlai,hu HUN,MF,Liverpool,23-175,2000,22.3,1211,1468,82.5,19228,4752,657,736,89.3,418,480,87.1,92,162,56.8,2,5.4,4.8,-3.4,51,96,31,6,145,Matches
496,Matt Targett,eng ENG,DF,Newcastle Utd,28-212,1995,0.9,36,41,87.8,657,188,13,13,100,17,18,94.4,6,9,66.7,0,0,0,0,1,2,0,0,2,Matches
497,James Tarkowski,eng ENG,DF,Everton,31-150,1992,32,1032,1345,76.7,21740,9217,344,413,83.3,500,581,86.1,173,300,57.7,1,2.2,2.2,-1.2,19,112,20,3,119,Matches
498,Nuno Tavares,pt POR,DF,Nott'ham Forest,24-082,2000,5.1,201,274,73.4,2954,1132,117,136,86,69,96,71.9,11,28,39.3,0,0.5,0.4,-0.5,2,14,2,0,24,Matches
499,Marcus Tavernier,eng ENG,FW,Bournemouth,25-026,1999,22.6,622,878,70.8,10170,3235,336,397,84.6,214,273,78.4,56,138,40.6,4,4.9,4.1,-0.9,40,44,35,7,82,Matches
500,Charlie Taylor,eng ENG,DF,Burnley,30-212,1993,23.1,898,1189,75.5,14969,4839,474,541,87.6,334,435,76.8,72,154,46.8,1,1,1.6,0,11,63,16,12,75,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,3-Jan,PPA,CrsPA,PrgP,Matches
501,Kenny Tete,nl NED,DF,Fulham,28-191,1995,8.6,373,467,79.9,5747,2176,211,242,87.2,130,162,80.2,25,40,62.5,0,0.4,0.4,-0.4,3,41,8,6,47,Matches
502,Luke Thomas,eng ENG,DF,Sheffield Utd,22-312,2001,10.2,234,319,73.4,3866,1408,115,133,86.5,96,121,79.3,19,44,43.2,0,0.1,0.2,-0.1,2,23,5,2,33,Matches
503,Youri Tielemans,be BEL,"MF,FW",Aston Villa,26-346,1997,16,699,844,82.8,11344,3561,360,396,90.9,278,326,85.3,46,74,62.2,6,2.6,2,3.4,18,89,23,1,119,Matches
504,Jurriën Timber,nl NED,DF,Arsenal,22-305,2001,0.5,44,49,89.8,654,152,21,22,95.5,23,26,88.5,0,0,,0,0,0,0,0,9,0,0,7,Matches
505,Harry Toffolo,eng ENG,DF,Nott'ham Forest,28-242,1995,14.9,391,547,71.5,6490,2735,192,228,84.2,145,199,72.9,40,91,44,3,1.5,1.2,1.5,18,38,10,10,37,Matches
506,Takehiro Tomiyasu,jp JPN,DF,Arsenal,25-164,1998,8,432,522,82.8,6708,1765,225,252,89.3,182,210,86.7,18,41,43.9,1,0.2,0.4,0.8,2,46,8,2,61,Matches
507,James Tomkins,eng ENG,DF,Crystal Palace,35-019,1989,0.1,8,11,72.7,99,29,7,8,87.5,1,3,33.3,0,0,,0,0,0,0,0,0,0,0,0,Matches
508,Sandro Tonali,it ITA,MF,Newcastle Utd,23-345,2000,4.9,241,280,86.1,3776,870,130,141,92.2,94,109,86.2,11,19,57.9,0,0.6,0.5,-0.6,7,16,4,2,19,Matches
509,Ivan Toney,eng ENG,FW,Brentford,28-032,1996,12.1,176,336,52.4,2320,908,101,172,58.7,42,78,53.8,13,22,59.1,1,1.4,1.4,-0.4,10,14,16,5,33,Matches
510,Pau Torres,es ESP,DF,Aston Villa,27-092,1997,23.4,1374,1580,87,25551,8365,456,495,92.1,794,854,93,105,194,54.1,0,0.4,0.7,-0.4,7,133,11,1,120,Matches
511,Andros Townsend,eng ENG,"MF,FW",Luton Town,32-276,1991,12.9,296,421,70.3,5060,1225,142,167,85,109,144,75.7,32,73,43.8,3,1.3,1.8,1.7,18,23,16,12,35,Matches
512,James Trafford,eng ENG,GK,Burnley,21-190,2002,28,1009,1541,65.5,23601,16311,318,323,98.5,451,464,97.2,235,735,32,0,0,0.1,0,0,24,1,0,6,Matches
513,Adama Traoré,es ESP,"FW,MF",Fulham,28-083,1996,2.5,65,92,70.7,1040,353,35,42,83.3,26,36,72.2,4,9,44.4,2,0.5,0.6,1.5,4,2,8,4,12,Matches
514,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,28-224,1995,0.1,2,3,66.7,15,0,1,1,100,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,Matches
